232.99987793,-81.604820251
232.99987793,-81.616363525
232.999832153,-81.66960907
232.999801636,-81.760971069
232.999755859,-81.886703491
232.999694824,-82.041847229
232.999740601,-82.216377258
232.999786377,-82.396690369
232.999786377,-82.573188782
232.999725342,-82.741577148
232.999664307,-82.899871826
232.999649048,-83.050544739
232.999649048,-83.200340271
232.99961853,-83.357192993
232.999649048,-83.527008057
232.999664307,-83.712501526
232.99961853,-83.91493988
232.995620728,-84.13444519
232.990646362,-84.371284485
232.987548828,-84.626075745
232.984649658,-84.898330688
232.981674194,-85.188697815
232.978683472,-85.495773315
232.975601196,-85.820838928
232.972457886,-86.162185669
232.969192505,-86.5206604
232.965866089,-86.893249512
232.957473755,-87.278495789
232.940643311,-87.673019409
232.924316406,-88.075721741
232.909698486,-88.477302551
232.894500732,-88.879447937
232.878845215,-89.280105591
232.862792969,-89.681549072
232.84664917,-90.081489563
232.830368042,-90.482177734
232.814056396,-90.881286621
232.797729492,-91.281089783
232.781478882,-91.679244995
232.765167236,-92.078071594
232.744308472,-92.474708557
232.715713501,-92.870819092
232.686737061,-93.279014587
232.658004761,-93.704727173
232.6275177,-94.146392822
232.595626831,-94.600669861
232.56312561,-95.058120728
232.530838013,-95.510566711
232.499099731,-95.953018188
232.468154907,-96.383895874
232.437957764,-96.80405426
232.408157349,-97.218688965
232.37828064,-97.634216309
232.347824097,-98.05758667
232.316589355,-98.49156189
232.279388428,-98.937728882
232.239074707,-99.396957397
232.198974609,-99.870864868
232.157592773,-100.355453491
232.11555481,-100.842224121
232.073760986,-101.322769165
232.032669067,-101.792907715
231.992614746,-102.250541687
231.953399658,-102.697135925
231.914733887,-103.137077332
231.875946045,-103.577774048
231.836593628,-104.025024414
231.796310425,-104.48273468
231.754974365,-104.952224731
231.712432861,-105.435127258
231.669677734,-105.920951843
231.626983643,-106.405921936
231.584396362,-106.889663696
231.541854858,-107.373016357
231.504501343,-107.855453491
231.469207764,-108.337165833
231.432540894,-108.817886353
231.396362305,-109.298210144
231.360794067,-109.777626038
231.3256073,-110.25668335
231.29069519,-110.734703064
231.255966187,-111.212280273
231.220947266,-111.695083618
231.184936523,-112.19228363
231.147964478,-112.703208923
231.11000061,-113.228027344
231.071075439,-113.766677856
231.031066895,-114.319236755
230.990127563,-114.885688782
230.948135376,-115.466033936
230.905166626,-116.060211182
230.861206055,-116.668159485
230.816238403,-117.289810181
230.770248413,-117.925086975
230.72328186,-118.573883057
230.675354004,-119.236122131
230.626419067,-119.911697388
230.576553345,-120.600532532
230.525772095,-121.302528381
230.474014282,-122.017593384
230.421310425,-122.745643616
230.36769104,-123.486557007
230.313095093,-124.240272522
230.257614136,-125.00668335
230.201202393,-125.785720825
230.143875122,-126.577262878
230.085662842,-127.381225586
230.026535034,-128.197540283
229.966537476,-129.026123047
229.905639648,-129.866577148
229.844268799,-130.713775635
229.782989502,-131.559677124
229.72177124,-132.404403687
229.660644531,-133.248077393
229.599563599,-134.090774536
229.538574219,-134.932434082
229.477645874,-135.77305603
229.416793823,-136.612594604
229.356033325,-137.451019287
229.295349121,-138.288513184
229.234558105,-139.124862671
229.173919678,-139.960266113
229.113388062,-140.794998169
229.04737854,-141.628936768
228.971984863,-142.456497192
228.887969971,-143.275360107
228.790420532,-144.083328247
228.674255371,-144.877304077
228.547225952,-145.659835815
228.414718628,-146.432815552
228.272399902,-147.195510864
228.120178223,-147.946884155
227.954742432,-148.686233521
227.774703979,-149.411560059
227.588165283,-150.126235962
227.397644043,-150.831054688
227.20211792,-151.526153564
227.002670288,-152.211639404
226.800445557,-152.887680054
226.596679688,-153.555282593
226.387695313,-154.212417603
226.170516968,-154.857513428
225.946426392,-155.491424561
225.71522522,-156.11366272
225.472549438,-156.721557617
225.215255737,-157.312286377
224.943588257,-157.885345459
224.65536499,-158.437561035
224.354187012,-158.971389771
224.050186157,-159.496643066
223.740203857,-160.010116577
223.424209595,-160.511932373
223.103317261,-161.004806519
222.777313232,-161.491790771
222.447845459,-161.975692749
222.115661621,-162.456985474
221.782394409,-162.935836792
221.448394775,-163.412521362
221.114089966,-163.888137817
220.780059814,-164.362304688
220.446121216,-164.835418701
220.112518311,-165.307815552
219.779327393,-165.779434204
219.44670105,-166.249969482
219.114685059,-166.719924927
218.783355713,-167.188705444
218.452255249,-167.657226563
218.119247437,-168.128723145
217.78302002,-168.604354858
217.442764282,-169.086044312
217.098022461,-169.574234009
216.74861145,-170.068862915
216.394271851,-170.570907593
216.035049438,-171.079696655
215.666992188,-171.591812134
215.286148071,-172.104217529
214.894073486,-172.617645264
214.488494873,-173.125762939
214.068984985,-173.620269775
213.638534546,-174.098251343
213.196014404,-174.554656982
212.740737915,-174.983688354
212.276992798,-175.39251709
211.810653687,-175.793212891
211.339157104,-176.180892944
210.863250732,-176.554550171
210.383132935,-176.917495728
209.898651123,-177.273239136
209.408660889,-177.624969482
208.911621094,-177.976303101
208.407241821,-178.328994751
207.895797729,-178.684036255
207.376953125,-179.042678833
206.84815979,-179.400421143
206.307632446,-179.753509521
205.758529663,-180.109832764
205.201904297,-180.470413208
204.636245728,-180.833694458
204.062042236,-181.199447632
203.479171753,-181.568191528
202.887756348,-181.940719604
202.285858154,-182.312164307
201.674758911,-182.684799194
201.05607605,-183.062164307
200.429077148,-183.442672729
199.793258667,-183.82649231
199.146514893,-184.208816528
198.488174438,-184.585174561
197.820236206,-184.954818726
197.145751953,-185.310348511
196.467010498,-185.644622803
195.785507202,-185.953063965
195.103591919,-186.237991333
194.422561646,-186.513427734
193.741653442,-186.773513794
193.061004639,-187.017471313
192.381072998,-187.247039795
191.701629639,-187.464233398
191.021102905,-187.672439575
190.336837769,-187.874038696
189.646438599,-188.071533203
188.948486328,-188.26675415
188.242599487,-188.461349487
187.528671265,-188.655822754
186.806732178,-188.851013184
186.076370239,-189.047714233
185.340209961,-189.245254517
184.602737427,-189.442764282
183.865966797,-189.639938354
183.129470825,-189.836914063
182.390304565,-190.034561157
181.649383545,-190.232666016
180.909683228,-190.430419922
180.173416138,-190.627304077
179.440155029,-190.823394775
178.707626343,-191.019332886
177.972793579,-191.215896606
177.232666016,-191.413925171
176.485870361,-191.613723755
175.731307983,-191.815658569
174.968780518,-192.019744873
174.199554443,-192.220016479
173.427734375,-192.410705566
172.656982422,-192.587402344
171.889404297,-192.753662109
171.125701904,-192.917190552
170.365234375,-193.073181152
169.60836792,-193.221069336
168.855316162,-193.361602783
168.105880737,-193.490936279
167.360488892,-193.605606079
166.619247437,-193.714080811
165.882339478,-193.818374634
165.14944458,-193.916702271
164.42086792,-194.009597778
163.696487427,-194.097824097
162.974884033,-194.182495117
162.253631592,-194.264602661
161.528839111,-194.345169067
160.798049927,-194.425048828
160.059524536,-194.499038696
159.312759399,-194.56288147
158.558380127,-194.612945557
157.795166016,-194.653259277
157.021713257,-194.691970825
156.237686157,-194.724319458
155.444717407,-194.744567871
154.64616394,-194.748641968
153.847213745,-194.738357544
153.050201416,-194.72076416
152.256698608,-194.697158813
151.467895508,-194.665908813
150.68409729,-194.627731323
149.905395508,-194.583816528
149.131637573,-194.535308838
148.361495972,-194.483108521
147.592269897,-194.427841187
146.820587158,-194.369995117
146.043365479,-194.309936523
145.258850098,-194.253509521
144.466201782,-194.198806763
143.664642334,-194.142379761
142.853744507,-194.086517334
142.033569336,-194.037033081
141.204345703,-193.991760254
140.36831665,-193.946929932
139.530426025,-193.904647827
138.694458008,-193.865097046
137.861953735,-193.827987671
137.032318115,-193.79296875
136.203231812,-193.759567261
